Order Date,Ship Date,Work,Order #,Product,Fulfilment Country,Destination Country,Destination State,Status,Quantity,Retail Price (USD),Manufacturing Price (USD),Artist Margin (USD)
21 Nov 23,22 Nov 23,Salome- Henri Regnault ,65938766,Greeting Card,United Kingdom,United Kingdom,Highland,paid,1,3.00,1.50,1.50
21 Nov 23,22 Nov 23,Saint-Georges -  Mather Brown,65936695,Sticker,United States,United States,KS,paid,1,4.26,1.91,2.35
18 Nov 23,19 Nov 23,The Reluctant Bride - August Toulmouche,65858793,Poster,United Kingdom,United Kingdom,England,paid,2,40.66,26.14,14.52
17 Nov 23,17 Nov 23,Saint Cecilia - Bernardo Cavallino,65837146,Transparent Sticker,United States,United States,IL,paid,1,3.61,2.19,1.42
17 Nov 23,17 Nov 23,The Reluctant Bride - August Toulmouche,65833703,Greeting Card,United States,United States,CO,paid,1,4.30,1.84,2.46
16 Nov 23,20 Nov 23,Timoclea - Elisabetta Sirani,65832937,Poster,United States,United States,VA,paid,1,15.15,9.01,6.14
16 Nov 23,17 Nov 23,The Reluctant Bride - August Toulmouche,65828424,Poster,United Kingdom,United Kingdom,"",paid,1,12.16,7.81,4.35
16 Nov 23,17 Nov 23,The Reluctant Bride - August Toulmouche,65825792,Poster,United States,United States,LA,paid,1,33.65,20.45,13.20
16 Nov 23,16 Nov 23,Mountain Ghost - Hwa San-chiuen,65814315,Mug,Canada,Canada,NS,paid,1,24.67,11.80,12.87
16 Nov 23,16 Nov 23,The Reluctant Bride - August Toulmouche,65811998,Poster,United States,United States,TX,paid,1,23.75,14.33,9.42
15 Nov 23,16 Nov 23,St. Catherine of Alexandria - Vicente Carducho,65802242,Sticker,United States,United States,LA,paid,1,4.29,1.94,2.35
15 Nov 23,16 Nov 23,The Reluctant Bride - August Toulmouche,65800503,Poster,United States,United States,ID,paid,1,23.31,13.89,9.42
15 Nov 23,17 Nov 23,The Reluctant Bride - August Toulmouche,65799693,Tank Top,United States,United States,CA,paid,1,26.52,16.06,10.46
15 Nov 23,16 Nov 23,The Reluctant Bride - August Toulmouche,65799693,Sleeveless Top,United States,United States,CA,paid,1,57.34,25.67,31.67
15 Nov 23,16 Nov 23,St Cecilia - Guido Reni,65796990,Art Board Print,N/A,United States,NJ,paid,1,36.98,16.17,20.81
15 Nov 23,16 Nov 23,The Reluctant Bride - August Toulmouche,65795652,Poster,United States,United States,NY,paid,1,15.54,9.40,6.14
15 Nov 23,16 Nov 23,The Reluctant Bride - August Toulmouche,65795437,Art Board Print,United Kingdom,United Kingdom,-,paid,1,24.73,12.37,12.36
15 Nov 23,15 Nov 23,The Reluctant Bride - August Toulmouche,65786607,Poster,United States,United States,TX,paid,1,23.75,14.33,9.42
15 Nov 23,15 Nov 23,The Reluctant Bride - August Toulmouche,65784334,Poster,United States,United States,NY,paid,1,33.41,20.21,13.20
14 Nov 23,15 Nov 23,Judith slaying Holofernes - Artemisia Gentileschi Vers.2,65780935,Poster,United States,United States,FL,paid,1,15.33,9.19,6.14
14 Nov 23,15 Nov 23,The Reluctant Bride - August Toulmouche,65769644,Poster,Netherlands,Germany,"",paid,1,11.72,7.50,4.22
14 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65766315,Art Board Print,N/A,United States,PA,paid,1,28.60,12.41,16.19
14 Nov 23,15 Nov 23,The Reluctant Bride - August Toulmouche,65764474,Art Print,United States,Canada,AB,paid,1,24.33,13.90,10.43
13 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65752597,Poster,United States,United States,FL,paid,1,15.33,9.19,6.14
13 Nov 23,15 Nov 23,The Reluctant Bride - August Toulmouche,65746796,Poster,Australia,Australia,QLD,paid,1,10.23,5.85,4.38
13 Nov 23,15 Nov 23,Timoclea - Elisabetta Sirani,65740236,Classic T-Shirt,United States,United States,TX,paid,1,25.75,15.54,10.21
12 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65733962,Poster,United States,United States,CA,paid,1,15.57,9.43,6.14
12 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65729200,Poster,United States,United States,MT,paid,1,21.98,12.56,9.42
12 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65727994,Poster,United States,United States,PA,paid,1,15.19,9.05,6.14
12 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65723078,Poster,Netherlands,Germany,,paid,1,11.74,7.51,4.23
12 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65721965,Poster,United States,United States,NV,paid,2,31.00,18.72,12.28
12 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65715440,Poster,United States,United States,CO,paid,1,15.00,8.86,6.14
11 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65714090,Poster,United States,United States,MA,paid,1,15.22,9.08,6.14
11 Nov 23,14 Nov 23,The Reluctant Bride - August Toulmouche,65698685,Poster,Australia,Australia,Tasmania,paid,1,10.23,5.85,4.38
10 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65691544,Art Print,Australia,Australia,NSW,paid,1,20.88,11.93,8.95
10 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65690066,Poster,United States,United States,CO,paid,1,15.00,8.86,6.14
10 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65687915,Poster,United States,United States,WA,paid,1,15.66,9.52,6.14
10 Nov 23,13 Nov 23,Lake Biwa - Koho Shoda,65682520,Greeting Card,United Kingdom,United Kingdom,WestSussex,paid,1,2.71,1.36,1.35
10 Nov 23,13 Nov 23,Late Autumn in Lake Yamanaka - Kawase Hasui,65682520,Greeting Card,United Kingdom,United Kingdom,WestSussex,paid,1,2.71,1.36,1.35
10 Nov 23,13 Nov 23,Moonlit Night - Hasui Kawase,65682520,Greeting Card,United Kingdom,United Kingdom,WestSussex,paid,1,2.71,1.36,1.35
10 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65681613,Greeting Card,United States,United States,NY,paid,1,4.45,1.99,2.46
10 Nov 23,12 Nov 23,The Reluctant Bride - August Toulmouche,65677134,Poster,United Kingdom,United Kingdom,"",paid,1,11.96,7.69,4.27
10 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65673666,Poster,United States,United States,NC,paid,1,21.72,13.02,8.70
 9 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65669232,Poster,United States,United States,CO,paid,1,21.26,12.56,8.70
 9 Nov 23, 9 Nov 23,The Reluctant Bride - August Toulmouche,65664184,Poster,United States,United States,MI,paid,1,25.32,15.08,10.24
 9 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65663752,Poster,United Kingdom,United Kingdom,England,paid,1,31.16,20.03,11.13
 9 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65663216,Art Print,Netherlands,Germany,"",paid,1,42.60,27.26,15.34
 9 Nov 23,10 Nov 23,The Reluctant Bride - August Toulmouche,65660620,Poster,United States,United States,CA,paid,1,22.05,13.35,8.70
 9 Nov 23, 9 Nov 23,The Reluctant Bride - August Toulmouche,65659342,Poster,United States,United States,MA,paid,1,25.38,15.14,10.24
 9 Nov 23,13 Nov 23,The Reluctant Bride - August Toulmouche,65658220,Canvas Mounted Print,United States,United States,IL,paid,1,101.18,45.41,55.77
 7 Nov 23, 9 Nov 23,The Reluctant Bride - August Toulmouche,65639278,Poster,United Kingdom,United Kingdom,London,paid,1,18.80,12.08,6.72
 7 Nov 23, 9 Nov 23,Hishida Shunsō - Black Cat,65630333,Sticker,United States,United States,CO,paid,1,2.93,1.25,1.68
 7 Nov 23, 8 Nov 23,The Reluctant Bride - August Toulmouche,65628469,Art Print,United States,United States,CT,paid,2,52.20,31.16,21.04
 6 Nov 23, 7 Nov 23,The Reluctant Bride - August Toulmouche,65608598,Poster,Netherlands,Germany,,paid,1,11.75,7.52,4.23
 6 Nov 23, 7 Nov 23,The Reluctant Bride - August Toulmouche,65603654,Art Print,United Kingdom,United Kingdom,select,paid,1,20.29,13.04,7.25
